"1-chimi-sushi-new-york"|"1 Chimi Sushi"|"japanese, sushi"|"14"|"3.0"|"https://www.yelp.com/biz/1-chimi-sushi-new-york?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"2125328788"|"207 E 26th St"|"New York"|"NY"|"10010"
"1-dollar-pizza-new-york"|"1 Dollar Pizza"|"pizza"|"4"|"4.5"|"https://www.yelp.com/biz/1-dollar-pizza-new-york?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"2129770400"|"748 9th Ave"|"New York"|"NY"|"10019"
"1-noodle-cart-new-york"|"$1 Noodle Cart"|"foodstands, noodles"|"2"|"3.0"|"https://www.yelp.com/biz/1-noodle-cart-new-york?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"None"|"147 Ctr St"|"New York"|"NY"|"10013"
"1-oak-new-york"|"1 OAK"|"danceclubs, lounges"|"286"|"2.5"|"https://www.yelp.com/biz/1-oak-new-york?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"2122421111"|"453 W 17th St"|"New York"|"NY"|"10011"
"1-republik-hoboken-2"|"1 Republik"|"gastropubs, lounges, sportsbars"|"411"|"3.0"|"https://www.yelp.com/biz/1-republik-hoboken-2?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"2018501281"|"221 Washington St"|"Hoboken"|"NJ"|"07030"
"1-vizio-new-york"|"1 Vizio"|"burgers, tradamerican"|"79"|"3.0"|"https://www.yelp.com/biz/1-vizio-new-york?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"2125860756"|"255 W 55th St"|"New York"|"NY"|"10019"
"10-jins-empire-asian-cuisine-new-york"|"10 Jin's Empire Asian Cuisine"|"salad, sushi"|"25"|"2.0"|"https://www.yelp.com/biz/10-jins-empire-asian-cuisine-new-york?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"2123469688"|"10 Murray St"|"New York"|"NY"|"10007"
"103-eb-new-york"|"103 EB"|"chinese"|"4"|"4.0"|"https://www.yelp.com/biz/103-eb-new-york?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"None"|"103 E Broadway"|"New York"|"NY"|"10002"
"1050-restaurant-new-york"|"1050 Restaurant"|"tradamerican"|"2"|"1.5"|"https://www.yelp.com/biz/1050-restaurant-new-york?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"2124450149"|"735 10th Ave"|"New York"|"NY"|"10019"
"10below-ice-cream-new-york-3"|"10Below Ice Cream"|"icecream"|"980"|"4.0"|"https://www.yelp.com/biz/10below-ice-cream-new-york-3?adjust_creative=ZVY2cX00het4WqBvsZGOrg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=ZVY2cX00het4WqBvsZGOrg"|"2129651336"|"10 Mott St"|"New York"|"NY"|"10013"
